params,feats,avg_loss,avg_acc
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9503018139248487,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9504666129682698,0.575
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9512396504108539,0.578125
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9512396504108539,0.578125
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9516157741276062,0.571875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9516157741276062,0.571875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9516566076643326,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9516566076643326,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9518539957726209,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9518539957726209,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9520012757196025,0.575
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9520041214989924,0.559375
"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9520041214989924,0.559375
"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9520431270590555,0.56875
"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9520431270590555,0.56875
"{""n_estimators"": 100, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9521118755179552,0.56875
"{""n_estimators"": 100, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9521118755179552,0.56875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9521569106107736,0.578125
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9523349645965624,0.575
"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.952602223247149,0.571875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9526960564613866,0.5875
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9526960564613866,0.5875
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9528766317307047,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9528766317307047,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.952893108924836,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.952893108924836,0.575
"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}","['att_diff', 'mid_diff', 'def_diff']",0.9531842258289682,0.575
"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff']",0.9531842258289682,0.575
"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff', 'fifa_rank_diff']",0.9531881872703961,0.575
"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 4, ""max_features"": 0.5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9531942332606274,0.578125
