params,feats,avg_loss,avg_acc
"{""n_estimators"": 200, ""max_depth"": 4, ""learning_rate"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9575417119633622,0.575
"{""n_estimators"": 200, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576020638599474,0.59375
"{""n_estimators"": 200, ""max_depth"": 4, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576052706539097,0.571875
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576690308583558,0.578125
"{""n_estimators"": 100, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9576695717685212,0.58125
"{""n_estimators"": 200, ""max_depth"": 2, ""learning_rate"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9577333174979706,0.590625
"{""n_estimators"": 50, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 1}","['elo_rating_diff', 'titles_diff']",0.9577730685681527,0.5875
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9579663111382567,0.5875
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9579743632520609,0.578125
"{""n_estimators"": 200, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.957974395454826,0.584375
"{""n_estimators"": 50, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9580014385769241,0.58125
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9580126945393885,0.584375
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff', 'fifa_rank_diff']",0.9580128757702953,0.575
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9580551700544178,0.5875
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'elo_rating_diff', 'titles_diff']",0.9581201242297303,0.575
"{""n_estimators"": 50, ""max_depth"": 4, ""learning_rate"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.958172514194635,0.565625
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9582044694522827,0.575
"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""min_child_weight"": 1}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9582273083843266,0.58125
"{""n_estimators"": 50, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9583131334743061,0.590625
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['elo_rating_diff', 'titles_diff']",0.9583898088192327,0.565625
